time,model,count,message,sources,configs_json
2026-05-19 16:00:32,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8213 input tokens, for a total of 8213 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8213)",logs/vllm-mistral-small32-24b-119320.log:195; logs/vllm-mistral-small32-24b-119320.log:289; logs/vllm-mistral-small32-24b-119320.log:383; logs/vllm-mistral-small32-24b-119320.log:477,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:00:32,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8690 input tokens, for a total of 8690 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8690)",logs/vllm-mistral-small32-24b-119320.log:572; logs/vllm-mistral-small32-24b-119320.log:666; logs/vllm-mistral-small32-24b-119320.log:760; logs/vllm-mistral-small32-24b-119320.log:854,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:00:38.776000,mistral32-10,1,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8213 input tokens, for a total of 8213 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8213)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:153,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:00:38.776000,mistral32-10,21,litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException -,logs/mistral32-10-119320.out:156; logs/mistral32-10-119320.out:195; logs/mistral32-10-119320.out:242; logs/mistral32-10-119320.out:299; logs/mistral32-10-119320.out:340; logs/mistral32-10-119320.out:443; logs/mistral32-10-119320.out:583; logs/mistral32-10-119320.out:666; logs/mistral32-10-119320.out:707; logs/mistral32-10-119320.out:756; logs/mistral32-10-119320.out:823; logs/mistral32-10-119320.out:874; logs/mistral32-10-119320.out:913; logs/mistral32-10-119320.out:992; logs/mistral32-10-119320.out:1086; logs/mistral32-10-119320.out:1210; logs/mistral32-10-119320.out:1320; logs/mistral32-10-119320.out:1381; logs/mistral32-10-119320.out:1444; logs/mistral32-10-119320.out:1565; logs/mistral32-10-119320.out:1606,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:00:39.680000,mistral32-10,1,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8690 input tokens, for a total of 8690 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8690)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:192,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:00:42,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8886 input tokens, for a total of 8886 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8886)",logs/vllm-mistral-small32-24b-119320.log:954; logs/vllm-mistral-small32-24b-119320.log:1048; logs/vllm-mistral-small32-24b-119320.log:1142; logs/vllm-mistral-small32-24b-119320.log:1236,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:00:42,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9280 input tokens, for a total of 9280 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9280)",logs/vllm-mistral-small32-24b-119320.log:1340; logs/vllm-mistral-small32-24b-119320.log:1434; logs/vllm-mistral-small32-24b-119320.log:1528; logs/vllm-mistral-small32-24b-119320.log:1622,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:00:42,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8659 input tokens, for a total of 8659 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8659)",logs/vllm-mistral-small32-24b-119320.log:1718; logs/vllm-mistral-small32-24b-119320.log:1812; logs/vllm-mistral-small32-24b-119320.log:1906; logs/vllm-mistral-small32-24b-119320.log:2000,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:00:43.356000,mistral32-10,1,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8886 input tokens, for a total of 8886 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8886)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:239,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:00:48.478000,mistral32-10,1,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9280 input tokens, for a total of 9280 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9280)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:296,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:00:50.121000,mistral32-10,1,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8659 input tokens, for a total of 8659 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8659)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:337,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:00:52,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9357 input tokens, for a total of 9357 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9357)",logs/vllm-mistral-small32-24b-119320.log:2111; logs/vllm-mistral-small32-24b-119320.log:2205; logs/vllm-mistral-small32-24b-119320.log:2299; logs/vllm-mistral-small32-24b-119320.log:2393,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:01:00.123000,mistral32-10,1,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9357 input tokens, for a total of 9357 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9357)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:440,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:01:02,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9256 input tokens, for a total of 9256 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9256)",logs/vllm-mistral-small32-24b-119320.log:2501; logs/vllm-mistral-small32-24b-119320.log:2595; logs/vllm-mistral-small32-24b-119320.log:2689; logs/vllm-mistral-small32-24b-119320.log:2783,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:01:02,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8480 input tokens, for a total of 8480 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8480)",logs/vllm-mistral-small32-24b-119320.log:2879; logs/vllm-mistral-small32-24b-119320.log:2973; logs/vllm-mistral-small32-24b-119320.log:3067; logs/vllm-mistral-small32-24b-119320.log:3161,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:01:08.299000,mistral32-10,1,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9256 input tokens, for a total of 9256 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9256)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:535,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:01:08.305000,mistral32-10,1,"| ERROR | tau2.runner.progress:run_with_retry:101 - task <id> failed after 4 attempts: litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9256 input tokens, for a total of 9256 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9256)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:537,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:01:08.305000,mistral32-10,5,task <id> failed permanently after 4 attempts:,logs/mistral32-10-119320.out:539; logs/mistral32-10-119320.out:1034; logs/mistral32-10-119320.out:1162; logs/mistral32-10-119320.out:1301; logs/mistral32-10-119320.out:1712,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:01:08.305000,mistral32-10,5,litellm.ContextWindowExceededError: litellm.BadRequestError:,logs/mistral32-10-119320.out:540; logs/mistral32-10-119320.out:1035; logs/mistral32-10-119320.out:1163; logs/mistral32-10-119320.out:1302; logs/mistral32-10-119320.out:1713,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:01:08.305000,mistral32-10,5,"ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This",logs/mistral32-10-119320.out:541; logs/mistral32-10-119320.out:1036; logs/mistral32-10-119320.out:1164; logs/mistral32-10-119320.out:1303; logs/mistral32-10-119320.out:1714,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:01:08.998000,mistral32-10,1,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8480 input tokens, for a total of 8480 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8480)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:580,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:01:12,mistral-small32-24b,8,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9413 input tokens, for a total of 9413 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9413)",logs/vllm-mistral-small32-24b-119320.log:3279; logs/vllm-mistral-small32-24b-119320.log:3373; logs/vllm-mistral-small32-24b-119320.log:3467; logs/vllm-mistral-small32-24b-119320.log:3561; logs/vllm-mistral-small32-24b-119320.log:6350; logs/vllm-mistral-small32-24b-119320.log:6444; logs/vllm-mistral-small32-24b-119320.log:6538; logs/vllm-mistral-small32-24b-119320.log:6632,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:01:12,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8247 input tokens, for a total of 8247 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8247)",logs/vllm-mistral-small32-24b-119320.log:3657; logs/vllm-mistral-small32-24b-119320.log:3751; logs/vllm-mistral-small32-24b-119320.log:3845; logs/vllm-mistral-small32-24b-119320.log:3939,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:01:20.619000,mistral32-10,2,"| ERROR | tau2.utils.llm_utils:generate:417 - litellm.ContextWindowExceededError: litellm.BadRequestError: ContextWindowExceededError: Hosted_vllmException - {""error"":{""message"":""This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9413 input tokens, for a total of 9413 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9413)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",logs/mistral32-10-119320.out:663; logs/mistral32-10-119320.out:1083,"[{""agent"": ""llm_agent"", ""agent_model"": ""hosted_vllm/mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""concurrency"": ""3"", ""domain"": ""retail"", ""max_errors"": ""10"", ""max_steps"": ""300"", ""save"": ""Not specified"", ""source_file"": ""mistral32-10-119320.out"", ""source_model"": ""mistral32-10"", ""task_set"": ""Default"", ""tasks"": ""All"", ""trials"": ""1"", ""user"": ""user_simulator"", ""user_model"": ""gpt-4o-mini"", ""verbose"": ""False""}]"
2026-05-19 16:01:22,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 9463 input tokens, for a total of 9463 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=9463)",logs/vllm-mistral-small32-24b-119320.log:4040; logs/vllm-mistral-small32-24b-119320.log:4134; logs/vllm-mistral-small32-24b-119320.log:4228; logs/vllm-mistral-small32-24b-119320.log:4322,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
2026-05-19 16:01:22,mistral-small32-24b,4,"vllm.exceptions.VLLMValidationError: This model's maximum context length is 8192 tokens. However, you requested 0 output tokens and your prompt contains 8455 input tokens, for a total of 8455 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=8455)",logs/vllm-mistral-small32-24b-119320.log:4430; logs/vllm-mistral-small32-24b-119320.log:4524; logs/vllm-mistral-small32-24b-119320.log:4618; logs/vllm-mistral-small32-24b-119320.log:4712,"[{""architecture"": ""PixtralForConditionalGeneration"", ""dtype"": ""bfloat16"", ""enable_auto_tool_choice"": true, ""enforce_eager"": true, ""generation_config"": ""vllm"", ""host"": ""127.0.0.1"", ""max_model_len"": ""8192"", ""model_tag"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506"", ""served_model_name"": [""mistralai/Mistral-Small-3.2-24B-Instruct-2506""], ""source_file"": ""vllm-mistral-small32-24b-119320.log"", ""source_model"": ""mistral-small32-24b"", ""tool_call_parser"": ""mistral"", ""vllm_model"": ""mistralai/Mistral-Small-3.2-24B-Instruct-2506""}]"
